outcome	EA112_Trance_states	trance_present	possession_present	possession_trance_present	soc_id	in_sccs	EA113_Societal_rigidity_F	EA113_Societal_rigidity_T	EA012_Marital_residence_with_kin_prevailing_pattern_husband	EA012_Marital_residence_with_kin_prevailing_pattern_other	EA012_Marital_residence_with_kin_prevailing_pattern_wife	EA015_Community_marriage_organization_agamous	EA015_Community_marriage_organization_endogamous	EA015_Community_marriage_organization_exogamous	EA042_Subsistence_economy_dominant_activity_ext_agr	EA042_Subsistence_economy_dominant_activity_foraging	EA042_Subsistence_economy_dominant_activity_int_agr	EA042_Subsistence_economy_dominant_activity_multiple	EA042_Subsistence_economy_dominant_activity_pastoralism	EA043_Descent_major_type_other	EA043_Descent_major_type_patrilineal	EA072_Political_succession_absent	EA072_Political_succession_matrilineal	EA072_Political_succession_other	EA072_Political_succession_patrilineal	EA074_Inheritance_rule_for_real_property_land_absent	EA074_Inheritance_rule_for_real_property_land_matrilineal	EA074_Inheritance_rule_for_real_property_land_other	EA074_Inheritance_rule_for_real_property_land_patrilineal	EA023_Cousin_marriages_permitted	EA027_Kin_terms_for_cousins	EA030_Settlement_patterns	EA031_Mean_size_of_local_communities	EA032_Jurisdictional_hierarchy_of_local_community	EA033_Jurisdictional_hierarchy_beyond_local_community	EA034_Religion_high_gods	EA066_Class_differentiation_primary	EA068_Caste_differentiation_primary	EA070_Slavery_type	EA078_Norms_of_premarital_sexual_behavior_of_girls	EA008_Domestic_organization
No trance or possession	8	FALSE	FALSE	FALSE	Ai41	FALSE	NA	NA	1	0	0	0	1	0	0	0	1	0	0	0	1	NA	NA	NA	NA	0	0	0	1	l_1	l_5	l_6	NA	l_3	l_2	NA	l_1	l_1	l_3	NA	l_5
No trance or possession	8	FALSE	FALSE	FALSE	Ai42	FALSE	NA	NA	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	NA	NA	NA	NA	l_1	l_1	l_6	NA	l_3	l_2	NA	l_1	l_1	l_3	NA	l_2
No trance or possession	8	FALSE	FALSE	FALSE	Ai46	FALSE	NA	NA	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	NA	NA	NA	NA	l_1	NA	l_7	NA	l_2	l_1	NA	l_1	l_1	l_3	NA	l_2
No trance or possession	8	FALSE	FALSE	FALSE	Aj23	FALSE	NA	NA	1	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	l_1	l_3	l_2	NA	l_3	l_2	l_2	l_1	l_1	l_1	l_3	l_5
No trance or possession	8	FALSE	FALSE	FALSE	Aj5	FALSE	1	0	1	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	l_1	l_5	l_2	NA	l_2	l_1	l_3	l_1	l_1	l_1	NA	l_7
No trance or possession	8	FALSE	FALSE	FALSE	Ca17	FALSE	NA	NA	1	0	0	NA	NA	NA	0	0	1	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	l_5	NA	l_2	l_2	NA	l_1	l_1	NA	l_1	l_5
No trance or possession	8	FALSE	FALSE	FALSE	Ca19	FALSE	NA	NA	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	NA	NA	NA	NA	NA	NA	l_6	NA	l_3	l_2	l_2	l_1	l_2	NA	l_1	l_8
No trance or possession	8	FALSE	FALSE	FALSE	Ca21	FALSE	NA	NA	1	0	0	0	0	1	0	0	0	0	1	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	l_6	NA	l_3	l_2	l_2	l_1	l_2	NA	NA	l_8
No trance or possession	8	FALSE	FALSE	FALSE	Ca22	FALSE	NA	NA	1	0	0	NA	NA	NA	0	0	0	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	l_1	NA	l_5	NA	l_2	l_3	l_2	l_1	l_2	NA	NA	l_5
No trance or possession	8	FALSE	FALSE	FALSE	Ca23	FALSE	NA	NA	1	0	0	NA	NA	NA	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	NA	NA	l_5	NA	l_2	l_3	l_2	NA	l_2	NA	NA	l_5
No trance or possession	8	FALSE	FALSE	FALSE	Ca24	FALSE	NA	NA	1	0	0	NA	NA	NA	0	0	1	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	l_5	NA	l_2	l_2	l_2	NA	l_2	l_3	NA	l_5
No trance or possession	8	FALSE	FALSE	FALSE	Ca3	FALSE	NA	NA	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	l_1	l_5	l_7	l_7	l_3	l_3	l_4	l_5	l_2	l_4	NA	l_1
No trance or possession	8	FALSE	FALSE	FALSE	Ca32	FALSE	NA	NA	0	1	0	NA	NA	NA	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	l_1	NA	l_7	NA	l_2	l_1	NA	l_1	l_1	l_2	l_6	l_5
No trance or possession	8	FALSE	FALSE	FALSE	Ca34	FALSE	NA	NA	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	NA	NA	NA	NA	l_4	NA	l_1	l_1	l_2	l_2	l_4	NA	NA	NA	NA	l_2
No trance or possession	8	FALSE	FALSE	FALSE	Ca35	FALSE	NA	NA	1	0	0	1	0	0	0	0	0	0	1	0	1	NA	NA	NA	NA	1	0	0	0	l_4	NA	l_2	NA	l_2	l_2	l_4	NA	NA	NA	l_6	l_2
No trance or possession	8	FALSE	FALSE	FALSE	Ca36	FALSE	NA	NA	1	0	0	1	0	0	0	0	0	0	1	0	1	NA	NA	NA	NA	1	0	0	0	l_4	NA	l_1	NA	l_3	l_3	l_4	l_3	NA	l_4	NA	l_7
No trance or possession	8	FALSE	FALSE	FALSE	Ca4	FALSE	NA	NA	1	0	0	NA	NA	NA	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	NA	l_4	l_5	l_3	l_3	l_2	NA	l_2	NA	NA	NA	l_2
No trance or possession	8	FALSE	FALSE	FALSE	Cb17	TRUE	NA	NA	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	l_1	l_1	l_7	NA	l_3	l_4	l_4	l_4	l_2	l_3	l_6	l_8
No trance or possession	8	FALSE	FALSE	FALSE	Cb18	FALSE	NA	NA	1	0	0	1	0	0	0	0	1	0	0	1	0	NA	NA	NA	NA	0	0	0	1	l_4	NA	l_7	NA	l_3	l_2	l_4	l_4	l_2	l_4	NA	l_8
No trance or possession	8	FALSE	FALSE	FALSE	Cb21	FALSE	NA	NA	1	0	0	1	0	0	0	0	0	0	1	0	1	NA	NA	NA	NA	1	0	0	0	l_3	l_3	l_1	NA	NA	NA	NA	l_1	l_1	l_3	NA	l_5
No trance or possession	8	FALSE	FALSE	FALSE	Cb24	TRUE	NA	NA	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	l_4	NA	l_1	l_2	l_3	l_2	l_4	l_1	l_1	NA	l_6	l_5
No trance or possession	8	FALSE	FALSE	FALSE	Cb5	FALSE	NA	NA	1	0	0	NA	NA	NA	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	l_4	l_3	l_5	NA	l_2	l_2	NA	l_1	l_2	l_3	NA	l_4
No trance or possession	8	FALSE	FALSE	FALSE	Cb8	FALSE	NA	NA	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	l_1	l_1	l_3	l_2	l_2	l_1	NA	l_2	NA	l_3	l_6	l_5
No trance or possession	8	FALSE	FALSE	FALSE	Cc1	FALSE	NA	NA	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	l_4	l_5	l_2	NA	l_4	l_4	l_4	l_5	l_4	l_4	NA	l_7
No trance or possession	8	FALSE	FALSE	FALSE	Cc14	FALSE	NA	NA	1	0	0	0	0	1	0	0	0	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	l_1	NA	l_2	l_2	l_2	l_1	l_4	l_4	l_2	l_4	l_2	l_2
No trance or possession	8	FALSE	FALSE	FALSE	Cc6	FALSE	NA	NA	1	0	0	NA	NA	NA	0	0	0	0	1	0	1	NA	NA	NA	NA	1	0	0	0	l_4	l_5	l_1	NA	l_3	l_3	l_4	l_2	NA	l_4	NA	l_8
No trance or possession	8	FALSE	FALSE	FALSE	Cd1	TRUE	NA	NA	1	0	0	1	0	0	0	0	1	0	0	0	1	NA	NA	NA	NA	0	0	1	0	l_4	l_5	l_7	l_2	l_3	l_1	l_4	l_2	NA	l_4	NA	l_2
No trance or possession	8	FALSE	FALSE	FALSE	Cd11	FALSE	NA	NA	1	0	0	NA	NA	NA	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	l_4	NA	l_7	NA	l_3	l_3	NA	l_4	l_2	l_1	NA	l_8
No trance or possession	8	FALSE	FALSE	FALSE	Cd20	FALSE	NA	NA	1	0	0	NA	NA	NA	0	0	0	0	1	0	1	NA	NA	NA	NA	0	0	1	0	l_4	NA	l_2	NA	l_3	l_4	l_4	NA	NA	NA	NA	l_4
No trance or possession	8	FALSE	FALSE	FALSE	Cd5	FALSE	NA	NA	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	NA	NA	l_6	NA	l_4	l_2	l_4	l_1	l_1	l_1	l_2	l_7
No trance or possession	8	FALSE	FALSE	FALSE	Ce4	FALSE	NA	NA	0	1	0	1	0	0	0	0	1	0	0	1	0	NA	NA	NA	NA	0	0	1	0	NA	l_2	l_5	NA	NA	NA	l_4	l_5	l_1	l_1	NA	l_6
No trance or possession	8	FALSE	FALSE	FALSE	Ce6	FALSE	NA	NA	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	l_4	l_2	l_7	l_8	l_2	l_4	l_4	l_5	NA	l_1	l_2	l_1
No trance or possession	8	FALSE	FALSE	FALSE	Cg3	TRUE	NA	NA	1	0	0	1	0	0	0	0	1	0	0	1	0	NA	NA	NA	NA	0	0	0	1	l_1	l_2	l_5	l_8	l_2	l_3	l_4	l_5	l_1	l_1	l_2	l_6
No trance or possession	8	FALSE	FALSE	FALSE	Cg5	FALSE	NA	NA	0	1	0	1	0	0	0	0	1	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	l_2	l_7	l_8	l_2	l_5	l_4	l_5	l_1	l_1	NA	l_1
No trance or possession	8	FALSE	FALSE	FALSE	Ch2	FALSE	NA	NA	0	1	0	0	1	0	0	0	0	1	0	1	0	NA	NA	NA	NA	0	0	0	1	NA	l_2	l_5	l_7	NA	NA	l_4	l_2	l_1	l_1	l_6	l_1
No trance or possession	8	FALSE	FALSE	FALSE	Ci10	TRUE	NA	NA	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	l_1	l_5	l_7	l_8	l_3	l_4	l_4	l_2	l_1	l_1	l_6	l_8
No trance or possession	8	FALSE	FALSE	FALSE	Ci2	FALSE	NA	NA	1	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	l_1	NA	l_7	NA	l_2	l_1	NA	l_1	l_1	l_1	NA	l_2
No trance or possession	8	FALSE	FALSE	FALSE	Ci3	FALSE	NA	NA	0	1	0	0	1	0	0	0	1	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	l_2	l_7	NA	NA	NA	l_4	NA	NA	NA	NA	l_2
No trance or possession	8	FALSE	FALSE	FALSE	Ci4	FALSE	NA	NA	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	NA	l_2	l_6	NA	l_3	l_2	l_4	l_4	l_1	l_3	NA	l_7
No trance or possession	8	FALSE	FALSE	FALSE	Ci7	FALSE	NA	NA	1	0	0	0	0	1	0	0	0	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	l_7	NA	NA	NA	l_4	NA	NA	NA	NA	l_7
No trance or possession	8	FALSE	FALSE	FALSE	Ci8	FALSE	NA	NA	1	0	0	NA	NA	NA	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	l_5	l_7	l_8	l_2	l_3	l_4	l_4	NA	l_4	NA	l_8
No trance or possession	8	FALSE	FALSE	FALSE	Ci9	FALSE	NA	NA	1	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	NA	NA	l_7	NA	l_3	NA	l_4	NA	NA	l_1	NA	l_8
No trance or possession	8	FALSE	FALSE	FALSE	Cj1	FALSE	NA	NA	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	NA	NA	NA	NA	l_4	l_5	l_7	l_8	l_3	l_3	l_4	l_3	NA	l_1	NA	l_7
No trance or possession	8	FALSE	FALSE	FALSE	Cj5	FALSE	NA	NA	1	0	0	0	1	0	0	0	0	0	1	0	1	NA	NA	NA	NA	0	0	1	0	l_4	l_5	l_1	NA	l_3	l_2	l_4	NA	l_1	l_4	l_2	l_2
No trance or possession	8	FALSE	FALSE	FALSE	Cj7	FALSE	NA	NA	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	l_2	l_5	l_7	l_8	l_3	l_4	l_4	l_5	l_1	l_1	NA	l_1
No trance or possession	8	FALSE	FALSE	FALSE	Cj8	FALSE	NA	NA	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	l_4	l_5	l_7	l_5	l_3	l_2	l_4	l_1	l_1	l_4	l_2	l_7
No trance or possession	8	FALSE	FALSE	FALSE	Ea2	FALSE	NA	NA	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	l_4	l_1	l_7	l_5	l_4	l_3	l_4	l_5	l_2	l_3	NA	l_2
No trance or possession	8	FALSE	FALSE	FALSE	Ea7	FALSE	NA	NA	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	l_4	l_5	l_6	l_3	l_3	NA	l_4	l_2	l_2	NA	l_2	l_7
No trance or possession	8	FALSE	FALSE	FALSE	Eb3	TRUE	NA	NA	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	l_1	l_4	l_2	l_1	l_3	l_4	NA	l_4	l_1	l_4	NA	l_6
No trance or possession	8	FALSE	FALSE	FALSE	Eb5	FALSE	NA	NA	1	0	0	NA	NA	NA	0	0	1	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	l_3	l_5	l_7	NA	l_4	l_4	l_4	l_4	NA	l_3	NA	l_7
No trance or possession	8	FALSE	FALSE	FALSE	Eg1	FALSE	NA	NA	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	l_3	l_3	l_3	l_1	l_3	l_1	l_1	l_1	l_1	l_1	l_6	l_1
No trance or possession	8	FALSE	FALSE	FALSE	Eh1	TRUE	NA	NA	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	l_1	l_2	l_2	l_1	l_2	l_1	l_1	l_1	l_1	l_1	l_6	l_1
No trance or possession	8	FALSE	FALSE	FALSE	Ej10	TRUE	NA	NA	0	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	NA	NA	NA	NA	l_3	l_4	l_6	NA	l_3	l_1	l_1	l_2	l_1	l_1	NA	l_8
No trance or possession	8	FALSE	FALSE	FALSE	Ic4	FALSE	NA	NA	1	0	0	NA	NA	NA	1	0	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	l_3	l_3	NA	NA	NA	NA	NA	l_4	l_1	l_2	NA	l_4
No trance or possession	8	FALSE	FALSE	FALSE	Ic6	FALSE	NA	NA	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	l_3	l_1	l_7	NA	l_3	l_2	NA	l_4	l_1	l_2	NA	l_7
No trance or possession	8	FALSE	FALSE	FALSE	Ic8	FALSE	NA	NA	1	0	0	NA	NA	NA	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	l_3	NA	l_7	NA	l_3	l_1	NA	l_1	l_1	l_4	NA	l_8
No trance or possession	8	FALSE	FALSE	FALSE	Id5	FALSE	NA	NA	1	0	0	0	0	1	0	1	0	0	0	1	0	NA	NA	NA	NA	1	0	0	0	l_3	l_3	l_1	l_1	l_2	l_1	NA	l_1	l_1	l_1	NA	l_5
No trance or possession	8	FALSE	FALSE	FALSE	Id9	FALSE	NA	NA	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	l_2	l_3	l_1	NA	l_2	l_1	NA	l_1	l_1	l_1	NA	l_2
No trance or possession	8	FALSE	FALSE	FALSE	Ie2	FALSE	NA	NA	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	l_3	l_3	l_7	l_2	l_3	l_1	l_1	l_1	l_1	l_1	NA	l_5
No trance or possession	8	FALSE	FALSE	FALSE	Ie22	FALSE	NA	NA	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	l_1	l_1	l_7	l_4	l_3	l_1	NA	l_4	l_1	l_1	NA	l_7
No trance or possession	8	FALSE	FALSE	FALSE	Ie28	FALSE	NA	NA	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	l_1	NA	l_7	NA	l_3	l_1	l_1	l_2	l_1	l_1	l_2	l_2
No trance or possession	8	FALSE	FALSE	FALSE	Ie4	FALSE	NA	NA	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	l_2	l_3	l_7	l_2	l_3	l_1	l_1	l_1	l_1	l_1	l_4	l_4
No trance or possession	8	FALSE	FALSE	FALSE	Ie5	FALSE	NA	NA	1	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	l_1	l_3	l_3	l_2	l_3	l_1	l_1	l_1	l_1	l_1	l_1	l_4
No trance or possession	8	FALSE	FALSE	FALSE	If12	FALSE	NA	NA	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	NA	NA	NA	NA	l_3	l_3	l_7	l_3	l_3	l_2	NA	l_1	l_1	l_1	NA	l_7
No trance or possession	8	FALSE	FALSE	FALSE	Ig4	TRUE	NA	NA	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	1	0	NA	NA	NA	NA	l_2	l_3	l_6	l_4	l_3	l_1	l_1	l_1	l_1	l_1	NA	l_2
No trance or possession	8	FALSE	FALSE	FALSE	Ig7	FALSE	NA	NA	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	NA	NA	NA	NA	l_3	l_3	l_6	l_3	l_4	l_1	NA	l_2	l_1	l_1	NA	l_7
No trance or possession	8	FALSE	FALSE	FALSE	Ih10	FALSE	NA	NA	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	l_3	l_3	l_7	NA	l_2	l_2	NA	l_4	l_1	l_1	NA	l_2
No trance or possession	8	FALSE	FALSE	FALSE	Ih7	FALSE	NA	NA	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	l_1	l_1	l_7	NA	l_3	l_2	NA	l_4	l_1	l_3	NA	l_8
No trance or possession	8	FALSE	FALSE	FALSE	Ij4	FALSE	NA	NA	1	0	0	NA	NA	NA	0	0	0	1	0	1	0	0	0	0	1	NA	NA	NA	NA	l_4	l_1	l_7	NA	l_3	l_2	l_1	l_4	l_1	l_1	l_6	l_7
No trance or possession	8	FALSE	FALSE	FALSE	Ij5	FALSE	NA	NA	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	NA	l_1	l_5	NA	l_3	l_2	NA	l_1	l_1	l_1	l_6	l_8
No trance or possession	8	FALSE	FALSE	FALSE	Na13	FALSE	NA	NA	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	NA	NA	l_2	l_1	l_2	l_1	l_3	l_1	l_1	l_1	NA	l_6
No trance or possession	8	FALSE	FALSE	FALSE	Nb10	FALSE	NA	NA	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	NA	NA	NA	NA	l_1	l_1	l_3	NA	l_3	l_1	l_1	l_4	l_1	l_4	l_3	l_7
No trance or possession	8	FALSE	FALSE	FALSE	Ne10	FALSE	NA	NA	0	0	1	NA	NA	NA	0	0	1	0	0	1	0	0	0	0	1	NA	NA	NA	NA	NA	l_4	l_7	l_5	l_3	l_3	NA	NA	l_1	l_1	NA	l_7
No trance or possession	8	FALSE	FALSE	FALSE	Ne7	FALSE	NA	NA	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	l_1	l_1	l_1	NA	l_2	l_2	NA	l_1	l_1	l_1	l_2	l_5
No trance or possession	8	FALSE	FALSE	FALSE	Ng12	FALSE	NA	NA	0	0	1	1	0	0	1	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	l_1	l_4	l_5	NA	l_2	l_2	NA	l_1	l_1	l_1	NA	l_2
No trance or possession	8	FALSE	FALSE	FALSE	Nh17	FALSE	NA	NA	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	l_1	l_3	l_3	l_1	l_3	l_1	NA	l_1	l_1	l_1	l_4	l_7
No trance or possession	8	FALSE	FALSE	FALSE	Ni6	FALSE	NA	NA	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	l_1	l_3	l_7	NA	l_3	l_1	NA	l_1	l_1	l_1	NA	l_7
No trance or possession	8	FALSE	FALSE	FALSE	Ni7	FALSE	NA	NA	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	NA	NA	NA	NA	l_1	l_1	l_7	NA	l_3	l_1	NA	l_1	l_1	l_1	NA	l_7
No trance or possession	8	FALSE	FALSE	FALSE	Nj3	TRUE	NA	NA	1	0	0	NA	NA	NA	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	l_1	l_1	l_7	NA	l_2	l_1	l_4	l_1	l_1	l_1	NA	l_5
No trance or possession	8	FALSE	FALSE	FALSE	Nj4	FALSE	NA	NA	1	0	0	NA	NA	NA	1	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	l_1	l_1	l_7	l_7	l_3	l_2	NA	NA	l_1	l_3	NA	NA
No trance or possession	8	FALSE	FALSE	FALSE	Nj7	FALSE	NA	NA	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	NA	l_1	l_7	NA	l_4	l_2	l_4	NA	l_1	l_1	l_3	l_7
No trance or possession	8	FALSE	FALSE	FALSE	Sa8	FALSE	NA	NA	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	l_1	l_1	l_7	l_6	l_4	NA	l_4	l_2	l_1	l_1	l_2	l_7
No trance or possession	8	FALSE	FALSE	FALSE	Sb2	FALSE	NA	NA	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	l_2	l_1	l_3	NA	l_3	l_1	l_2	l_2	l_1	l_1	NA	l_2
No trance or possession	8	FALSE	FALSE	FALSE	Sb5	FALSE	NA	NA	0	1	0	0	1	0	0	1	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	l_1	l_1	l_7	NA	l_2	l_1	l_2	l_1	l_1	l_1	l_6	l_2
No trance or possession	8	FALSE	FALSE	FALSE	Sc9	FALSE	NA	NA	1	0	0	0	1	0	1	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	l_1	l_1	l_7	l_1	l_2	l_1	NA	l_1	l_1	l_1	NA	l_1
No trance or possession	8	FALSE	FALSE	FALSE	Sf3	TRUE	NA	NA	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	NA	NA	NA	NA	l_1	l_1	l_5	l_5	l_3	l_1	l_1	l_1	l_1	l_1	NA	l_7
No trance or possession	8	FALSE	FALSE	FALSE	Sg5	FALSE	NA	NA	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	l_4	NA	l_1	l_1	l_2	l_1	l_1	l_1	l_1	l_1	NA	l_2
No trance or possession	8	FALSE	FALSE	FALSE	Sh7	FALSE	NA	NA	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	l_4	NA	l_7	NA	l_3	l_2	NA	NA	l_1	NA	NA	l_7
No trance or possession	8	FALSE	FALSE	FALSE	Si6	FALSE	NA	NA	0	1	0	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	1	NA	NA	NA	NA	NA	l_3	l_2	NA	l_2	l_1	NA	l_1	l_1	l_1	NA	l_5
No trance or possession	8	FALSE	FALSE	FALSE	Si7	FALSE	NA	NA	0	0	1	NA	NA	NA	1	0	0	0	0	1	0	0	0	0	1	NA	NA	NA	NA	NA	l_3	l_7	l_1	l_3	l_1	l_1	l_1	l_1	l_2	NA	l_8
No trance or possession	8	FALSE	FALSE	FALSE	Sj10	TRUE	NA	NA	1	0	0	1	0	0	1	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	l_1	l_7	NA	l_2	l_1	NA	l_1	l_1	NA	NA	l_1
No trance or possession	8	FALSE	FALSE	FALSE	Sj5	TRUE	NA	NA	NA	NA	NA	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	l_4	l_1	l_1	l_2	l_3	l_1	NA	l_1	l_1	l_1	l_1	l_8
No trance or possession	8	FALSE	FALSE	FALSE	Sj9	FALSE	NA	NA	0	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	NA	NA	NA	NA	l_1	l_4	l_2	l_3	l_3	l_1	NA	l_1	l_1	l_1	l_1	l_1
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Ab1	FALSE	NA	NA	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	l_3	l_3	l_1	NA	l_3	l_1	NA	l_2	l_1	l_4	NA	l_7
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Ab11	FALSE	NA	NA	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	l_1	l_3	l_5	NA	l_3	l_4	NA	l_4	l_1	l_1	NA	l_5
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Ab13	FALSE	NA	NA	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	l_4	l_3	l_8	l_7	l_3	l_3	l_4	l_3	l_3	l_1	l_3	l_4
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Ab7	FALSE	NA	NA	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	l_3	l_3	l_6	NA	l_3	l_3	NA	l_4	l_1	l_3	NA	l_7
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Ac13	FALSE	NA	NA	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	l_3	l_3	l_6	l_2	l_3	l_1	l_2	l_1	l_1	l_4	NA	l_2
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Ac25	FALSE	NA	NA	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	l_3	l_3	l_7	NA	l_3	l_2	NA	l_1	l_1	l_4	NA	l_5
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Ac28	FALSE	NA	NA	1	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	l_3	l_3	l_7	NA	l_3	l_2	NA	NA	l_1	NA	NA	l_5
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Ac7	FALSE	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	NA	NA	NA	NA	l_3	l_3	l_6	l_3	l_3	l_2	l_1	l_1	l_1	l_4	l_4	l_8
