outcome	EA112_Trance_states	trance_present	possession_present	possession_trance_present	soc_id	in_sccs	EA113_Societal_rigidity_F	EA113_Societal_rigidity_T	EA012_Marital_residence_with_kin_prevailing_pattern_husband	EA012_Marital_residence_with_kin_prevailing_pattern_other	EA012_Marital_residence_with_kin_prevailing_pattern_wife	EA015_Community_marriage_organization_agamous	EA015_Community_marriage_organization_endogamous	EA015_Community_marriage_organization_exogamous	EA042_Subsistence_economy_dominant_activity_ext_agr	EA042_Subsistence_economy_dominant_activity_foraging	EA042_Subsistence_economy_dominant_activity_int_agr	EA042_Subsistence_economy_dominant_activity_multiple	EA042_Subsistence_economy_dominant_activity_pastoralism	EA043_Descent_major_type_other	EA043_Descent_major_type_patrilineal	EA072_Political_succession_absent	EA072_Political_succession_matrilineal	EA072_Political_succession_other	EA072_Political_succession_patrilineal	EA074_Inheritance_rule_for_real_property_land_absent	EA074_Inheritance_rule_for_real_property_land_matrilineal	EA074_Inheritance_rule_for_real_property_land_other	EA074_Inheritance_rule_for_real_property_land_patrilineal	EA023_Cousin_marriages_permitted	EA027_Kin_terms_for_cousins	EA030_Settlement_patterns	EA031_Mean_size_of_local_communities	EA032_Jurisdictional_hierarchy_of_local_community	EA033_Jurisdictional_hierarchy_beyond_local_community	EA034_Religion_high_gods	EA066_Class_differentiation_primary	EA068_Caste_differentiation_primary	EA070_Slavery_type	EA078_Norms_of_premarital_sexual_behavior_of_girls	EA008_Domestic_organization
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Ei18	FALSE	NA	NA	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	NA	NA	NA	NA	NA	l_2	l_7	l_2	l_2	l_2	l_1	l_2	l_1	NA	l_6	l_2
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Ei3	TRUE	NA	NA	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	l_4	l_1	l_7	l_8	l_2	l_4	l_1	l_5	l_1	l_3	l_3	l_1
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Ei5	FALSE	NA	NA	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	l_3	l_3	l_7	l_3	l_4	l_2	l_3	l_4	l_1	l_3	l_4	l_7
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Ej14	FALSE	NA	NA	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	l_1	l_1	l_4	l_2	l_3	l_1	l_1	l_1	l_1	l_1	l_6	l_8
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Ej3	TRUE	NA	NA	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	l_1	l_1	l_1	l_1	l_2	l_1	l_3	l_1	l_1	l_1	l_3	l_2
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Ej4	TRUE	NA	NA	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	l_1	l_1	l_7	l_8	l_3	l_5	l_1	l_5	l_1	l_3	l_2	l_7
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Ej8	FALSE	NA	NA	1	0	0	1	0	0	0	0	1	0	0	1	0	NA	NA	NA	NA	0	0	0	1	l_4	l_1	l_7	NA	l_3	l_3	l_4	l_4	l_1	l_2	l_2	l_7
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Ej9	TRUE	NA	NA	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	l_4	l_1	l_7	l_6	l_3	l_5	l_2	l_2	l_1	l_1	l_3	l_2
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Ia16	FALSE	NA	NA	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	l_2	l_2	l_6	l_5	l_3	l_2	l_2	l_2	l_1	l_1	l_3	l_7
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Ib2	TRUE	NA	NA	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	l_3	l_2	l_8	l_7	l_3	l_5	l_1	l_5	l_1	l_1	l_2	l_2
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Ib3	TRUE	NA	NA	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	l_4	l_1	l_7	l_4	l_4	l_4	l_1	l_5	l_4	l_1	l_5	l_7
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Ib4	FALSE	NA	NA	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	l_3	l_5	l_7	NA	l_3	l_1	l_4	l_2	l_1	l_3	l_6	l_7
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Ib5	FALSE	NA	NA	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	l_1	l_2	l_7	l_4	l_3	l_1	l_2	l_2	l_1	l_1	l_6	l_2
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Ic5	TRUE	NA	NA	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	l_2	l_1	l_7	NA	l_3	l_2	NA	l_2	l_1	l_3	NA	l_8
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Ie1	TRUE	NA	NA	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	NA	NA	NA	NA	l_2	l_3	l_7	l_2	l_3	l_2	l_2	l_2	l_1	l_1	l_4	l_7
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	If1	TRUE	NA	NA	0	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	l_1	l_1	l_7	NA	l_4	l_3	l_1	l_4	l_1	l_1	l_6	l_2
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	If15	FALSE	NA	NA	0	0	1	0	1	0	0	0	0	1	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	l_1	l_1	l_6	NA	l_3	l_1	NA	l_1	l_1	l_1	l_6	l_8
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	If2	TRUE	NA	NA	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	l_1	l_4	l_6	l_3	l_3	l_1	l_1	l_1	l_1	l_1	l_6	l_8
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	If4	FALSE	NA	NA	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	NA	NA	NA	NA	l_1	l_1	l_7	l_2	l_3	l_2	l_1	l_1	l_1	l_1	l_6	l_8
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Ig6	FALSE	NA	NA	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	l_1	l_1	l_6	l_3	l_3	l_1	l_1	l_1	l_1	l_1	l_2	l_2
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Ih4	FALSE	NA	NA	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	NA	NA	NA	NA	l_3	l_3	l_7	l_2	l_3	l_3	l_1	l_2	l_1	l_1	l_4	l_7
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Ih6	FALSE	NA	NA	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	1	NA	NA	NA	NA	l_2	l_1	l_7	NA	l_3	l_2	NA	l_4	l_1	l_1	l_3	l_1
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Ii13	FALSE	NA	NA	1	0	0	NA	NA	NA	1	0	0	0	0	1	0	0	0	0	1	NA	NA	NA	NA	l_1	l_1	l_7	NA	l_3	l_3	l_1	l_4	l_1	l_1	l_6	l_2
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Ii3	FALSE	NA	NA	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	NA	NA	NA	NA	l_1	l_1	l_7	l_3	l_3	l_2	l_2	l_1	l_1	l_1	l_6	l_1
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Ii9	FALSE	NA	NA	1	0	0	0	1	0	0	0	0	1	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	l_2	l_1	l_7	l_4	l_3	l_2	l_1	l_4	l_1	l_1	l_6	l_2
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Ij2	TRUE	NA	NA	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	l_2	l_1	l_7	l_4	l_3	l_2	l_1	l_4	l_1	l_2	l_6	l_7
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Ij3	TRUE	NA	NA	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	l_3	l_1	l_5	l_2	l_2	l_2	l_1	l_4	l_1	l_1	l_6	l_3
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Ij8	FALSE	NA	NA	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	NA	NA	NA	NA	l_1	l_1	l_7	NA	l_3	l_3	l_1	l_4	l_1	l_1	l_6	l_2
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Na21	FALSE	NA	NA	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	l_1	l_3	l_2	l_1	l_2	l_1	l_1	l_1	l_1	l_1	l_3	l_6
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Na23	FALSE	NA	NA	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	NA	NA	l_2	l_1	l_3	l_1	NA	l_1	l_1	l_1	l_6	l_7
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Na3	TRUE	NA	NA	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	l_2	l_2	l_2	l_1	l_2	l_1	l_1	l_1	l_1	l_1	l_5	l_1
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Nb1	TRUE	NA	NA	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	l_3	l_4	l_7	NA	l_3	l_1	l_1	l_4	l_1	l_4	l_4	l_8
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Nb19	FALSE	NA	NA	1	0	0	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	1	NA	NA	NA	NA	l_1	NA	l_7	NA	l_3	l_1	NA	l_4	l_1	l_4	NA	l_7
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Nb2	TRUE	NA	NA	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	l_1	l_1	l_3	l_2	l_3	l_1	l_1	l_2	l_1	l_4	l_2	l_8
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Nb22	FALSE	NA	NA	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	NA	NA	NA	NA	l_3	l_4	l_3	l_4	l_3	l_1	l_1	l_4	l_1	l_4	l_3	l_7
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Nb23	FALSE	NA	NA	1	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	NA	NA	NA	NA	l_3	l_1	l_3	l_2	l_3	l_1	l_1	l_4	l_1	l_4	NA	l_7
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Nb25	FALSE	NA	NA	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	l_1	l_2	l_2	l_2	l_3	l_1	l_1	l_4	l_1	l_4	l_4	l_7
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Nb35	FALSE	NA	NA	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	NA	NA	NA	NA	l_1	l_1	l_7	l_2	l_3	l_1	l_1	l_2	l_1	l_2	l_3	l_7
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Nb8	FALSE	NA	NA	0	0	1	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	l_3	l_3	l_3	l_4	l_3	l_1	l_1	l_4	l_1	l_4	l_1	NA
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Nb9	TRUE	NA	NA	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	l_1	l_1	l_7	l_2	l_3	l_1	l_2	l_4	l_1	l_4	l_3	l_7
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Nc4	FALSE	NA	NA	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	l_1	l_2	l_2	l_2	l_2	l_1	l_1	l_2	l_1	l_1	l_2	l_7
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Nd15	FALSE	NA	NA	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	l_1	l_1	l_2	l_2	l_2	l_1	l_2	l_1	l_1	l_1	l_3	l_5
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Nd18	FALSE	NA	NA	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	NA	NA	NA	NA	l_1	l_1	l_3	l_2	l_3	l_1	l_1	l_2	l_1	l_4	NA	l_7
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Ne8	FALSE	NA	NA	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	l_1	l_3	l_2	NA	l_3	l_2	l_2	l_1	l_1	l_2	l_3	l_7
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Ng1	TRUE	NA	NA	0	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	NA	NA	NA	NA	l_1	l_3	l_3	l_5	l_3	l_2	l_2	l_2	l_1	l_1	l_6	l_8
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Ng10	FALSE	NA	NA	0	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	NA	NA	NA	NA	NA	l_3	l_7	l_4	l_3	l_3	l_2	l_1	l_1	l_1	l_6	l_8
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Nh3	FALSE	NA	NA	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	NA	NA	NA	NA	l_1	l_3	l_3	l_4	l_3	l_1	l_1	l_1	l_1	l_2	l_3	l_7
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Sb1	TRUE	NA	NA	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	NA	NA	NA	NA	l_3	l_3	l_6	NA	l_3	l_1	l_2	l_1	l_1	l_4	l_5	l_8
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Sc15	FALSE	NA	NA	0	0	1	NA	NA	NA	1	0	0	0	0	1	0	0	0	0	1	NA	NA	NA	NA	NA	l_3	l_7	NA	l_2	l_1	NA	l_1	l_1	l_3	NA	l_2
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Sc2	FALSE	NA	NA	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	l_3	l_1	l_7	NA	l_2	l_1	NA	l_1	l_1	l_1	NA	l_6
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Sc3	TRUE	NA	NA	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	NA	NA	NA	NA	l_3	l_3	l_5	l_1	l_2	l_1	l_2	l_1	l_1	l_1	l_6	l_2
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Se3	TRUE	NA	NA	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	l_3	l_3	l_5	l_1	l_2	l_1	l_1	l_1	l_1	l_1	l_3	l_4
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Sg4	TRUE	NA	NA	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	l_4	NA	l_1	l_2	l_3	l_1	l_2	l_1	l_1	l_2	l_3	l_7
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Sh1	FALSE	NA	NA	0	0	1	0	0	1	0	1	0	0	0	1	0	NA	NA	NA	NA	1	0	0	0	l_1	l_1	l_2	l_2	l_3	l_1	l_1	l_1	l_1	l_1	l_6	l_7
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Sh8	FALSE	NA	NA	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	l_2	l_1	l_3	l_4	l_2	l_2	l_4	l_1	l_1	l_1	l_6	l_7
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Si1	FALSE	NA	NA	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	NA	NA	NA	NA	l_3	l_4	l_2	NA	l_4	l_2	l_1	l_1	l_1	l_1	l_6	l_7
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Ab14	FALSE	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	l_3	l_3	l_6	l_5	l_3	l_3	l_2	l_4	l_1	l_1	l_4	l_5
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Ab16	FALSE	NA	NA	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	NA	NA	NA	NA	l_2	l_4	l_6	NA	l_3	l_2	NA	NA	l_1	l_1	NA	l_7
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Ab18	FALSE	NA	NA	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	l_1	l_4	l_6	l_3	l_2	l_3	l_4	NA	NA	l_3	NA	l_4
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Ab19	FALSE	NA	NA	1	0	0	NA	NA	NA	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	l_2	l_1	l_5	NA	l_3	l_3	NA	l_4	l_1	l_4	NA	l_5
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Ab2	FALSE	NA	NA	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	l_3	l_3	l_6	NA	l_3	l_4	l_1	l_4	l_1	l_1	NA	l_8
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Ab3	TRUE	NA	NA	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	l_1	l_1	l_3	l_2	l_2	l_4	l_2	l_4	l_1	l_4	NA	l_5
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Ab4	TRUE	NA	NA	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	l_2	l_4	l_7	NA	l_2	l_3	NA	l_4	l_1	l_1	l_6	l_8
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Ab5	TRUE	NA	NA	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	l_3	l_3	l_7	l_4	l_3	l_3	l_2	l_4	l_1	l_4	NA	l_5
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Ab6	FALSE	0	1	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	l_3	l_3	l_7	l_4	l_3	l_3	l_3	l_4	l_1	l_2	l_4	l_8
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Ac1	FALSE	NA	NA	1	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	l_3	l_3	l_3	l_4	l_3	l_2	l_2	l_2	l_1	l_4	l_6	l_7
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Ac11	FALSE	NA	NA	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	NA	NA	NA	NA	l_3	l_3	l_7	NA	l_3	l_2	l_2	l_1	l_1	l_4	l_6	l_7
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Ac12	FALSE	NA	NA	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	l_3	l_3	l_7	NA	l_2	l_3	NA	l_4	l_1	l_3	NA	l_2
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Ac14	FALSE	1	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	l_3	NA	l_7	NA	l_3	l_2	NA	l_4	l_1	l_4	l_6	l_2
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Ac3	TRUE	0	1	0	0	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	l_3	l_3	l_4	l_3	l_3	l_3	l_3	l_4	l_1	l_2	l_1	l_4
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Ac30	FALSE	NA	NA	1	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	l_3	l_3	l_6	l_4	l_3	l_1	l_3	l_1	l_1	l_2	l_6	l_7
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Ac36	FALSE	NA	NA	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	l_3	l_3	l_7	NA	l_3	l_3	l_3	l_4	l_1	l_2	NA	l_4
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Ac5	FALSE	NA	NA	0	0	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	NA	NA	NA	NA	l_3	l_3	l_7	NA	l_2	l_3	l_2	l_1	l_1	l_3	NA	l_2
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Ac6	FALSE	NA	NA	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	NA	NA	NA	NA	l_3	l_3	l_4	l_1	l_2	l_3	NA	NA	l_1	l_3	NA	l_5
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Ad13	FALSE	1	0	1	0	0	0	0	1	1	0	0	0	0	0	1	NA	NA	NA	NA	0	0	0	1	l_3	l_3	l_5	NA	l_3	l_1	l_2	l_1	l_1	l_2	l_2	l_8
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Ad46	FALSE	NA	NA	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	l_1	l_4	l_5	NA	l_2	l_3	NA	l_4	l_1	l_4	NA	l_5
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Ad6	TRUE	NA	NA	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	l_1	l_3	l_7	l_3	l_2	l_3	l_2	l_1	l_1	l_2	l_1	l_5
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Ad7	TRUE	0	1	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	l_1	l_3	l_7	l_7	l_2	l_4	l_2	l_4	l_1	l_4	l_3	l_5
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Ae28	FALSE	NA	NA	1	0	0	1	0	0	0	0	0	1	0	0	1	NA	NA	NA	NA	0	0	0	1	NA	NA	l_7	l_4	l_3	l_2	l_2	l_2	l_1	l_4	NA	l_8
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Af15	FALSE	NA	NA	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	l_3	NA	l_7	l_4	l_3	l_2	l_2	l_2	l_1	l_4	l_6	l_4
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Af36	FALSE	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	l_3	l_1	l_8	NA	l_4	l_3	l_2	l_4	l_1	l_3	l_6	l_8
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Ah15	FALSE	NA	NA	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	l_1	l_1	l_7	NA	l_3	l_3	NA	l_2	l_1	NA	l_6	l_7
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Ah2	FALSE	0	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	l_2	l_1	l_7	NA	l_4	l_1	NA	l_4	l_1	l_2	NA	l_8
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Ai18	FALSE	NA	NA	1	0	0	0	1	0	0	0	1	0	0	NA	NA	0	0	1	0	NA	NA	NA	NA	NA	NA	l_7	NA	l_4	l_3	l_4	l_4	NA	l_3	NA	l_7
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Ai27	FALSE	NA	NA	1	0	0	0	0	1	1	0	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	l_2	l_5	NA	l_2	l_2	NA	NA	NA	l_3	l_1	l_5
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Ai6	TRUE	NA	NA	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	l_1	l_5	l_6	l_5	l_3	l_2	l_2	l_5	l_1	l_4	l_3	l_5
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Ai7	FALSE	NA	NA	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	l_1	NA	l_7	l_4	l_3	l_1	l_2	l_1	l_1	l_4	l_3	l_5
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Aj17	FALSE	NA	NA	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	l_1	l_5	l_6	NA	l_3	l_2	l_2	l_4	l_1	l_3	l_2	l_7
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Aj19	FALSE	NA	NA	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	NA	NA	l_2	NA	l_3	l_3	NA	l_1	NA	l_3	l_6	l_5
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Aj3	FALSE	1	0	1	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	l_1	l_5	l_2	NA	l_3	l_1	l_4	l_1	l_3	l_1	NA	l_7
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Aj4	FALSE	NA	NA	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	l_1	l_4	l_7	l_3	l_3	l_1	l_3	l_2	l_1	l_2	NA	l_6
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Aj6	FALSE	NA	NA	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	l_1	l_5	l_5	l_3	l_3	l_2	l_2	l_2	l_1	l_1	l_6	l_7
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Ca7	TRUE	NA	NA	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	l_1	l_2	l_6	l_8	l_3	l_4	l_4	l_5	l_2	l_4	l_2	l_8
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Cb1	FALSE	NA	NA	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	l_3	l_1	NA	NA	NA	NA	NA	l_4	l_1	l_2	l_6	l_8
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Cb2	TRUE	NA	NA	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	l_3	l_1	l_7	l_8	l_3	l_3	l_4	l_5	l_2	l_4	l_3	l_7
