Options:
Model:                           Discrete: Dependent
Tree File Name:                  Bayestraits/run1/Dependant/aut_dom.bttrees
Data File Name:                  Bayestraits/run1/Dependant/aut_dom.btdata
Log File Name:                   Bayestraits/run1/Dependant/aut_dom.btdata.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2413610320
Precision:                       64 bits
Cores:                           16
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1010000
Burn in:                         10000
MCMC ML Start:                   False
Schedule File:                   Bayestraits/run1/Dependant/aut_dom.btdata.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q12                          None
    q13                          None
    q21                          None
    q24                          None
    q31                          None
    q34                          None
    q42                          None
    q43                          None
Prior Information:
    Prior Categories:            100
    Priors
        q12 - exp 10.00 
        q13 - exp 10.00 
        q21 - exp 10.00 
        q24 - exp 10.00 
        q31 - exp 10.00 
        q34 - exp 10.00 
        q42 - exp 10.00 
        q43 - exp 10.00 
Tree Information
     Trees:                      1
     Taxa:                       67
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
11000	-86.699660	1	15.279680	2.080363	10.599002	4.308895	7.460680	7.433465	3.020189	6.920630	0.250000	0.250000	0.250000	0.250000	
12000	-89.197656	1	4.188735	5.985374	1.135233	14.378811	45.682071	4.745202	27.804557	5.275601	0.250000	0.250000	0.250000	0.250000	
13000	-85.005668	1	0.418284	1.909473	1.086020	2.886452	3.124422	1.260610	3.058615	0.217888	0.247523	0.251634	0.248458	0.252385	
14000	-87.524155	1	5.902251	0.023209	5.943254	4.353631	3.640157	4.424980	3.435058	3.588228	0.250000	0.250000	0.250000	0.250000	
15000	-89.208834	1	6.459084	1.880193	8.697459	3.332889	8.004748	4.426100	2.414169	6.557388	0.250000	0.250000	0.250000	0.250000	
16000	-86.464243	1	18.461260	1.194272	13.135392	7.129680	13.490966	26.056386	4.078776	19.563903	0.250000	0.250000	0.250000	0.250000	
17000	-85.879498	1	0.402405	5.588940	1.518480	0.497427	6.651562	10.118726	2.604051	7.806329	0.250009	0.249985	0.250005	0.250001	
18000	-86.061508	1	1.991308	14.868401	0.559523	1.916318	33.359690	12.431383	0.096764	11.566333	0.250000	0.249999	0.250000	0.250000	
19000	-83.852639	1	0.403333	2.539984	0.685787	2.189863	2.946841	1.039960	5.937877	0.410168	0.248597	0.251164	0.248965	0.251274	
20000	-79.705062	1	0.245859	2.909928	0.140300	5.799577	4.822646	0.040351	6.948567	0.022554	0.489046	0.004150	0.503664	0.003140	
