Options:
Model:                           Discrete: Independent
Tree File Name:                  Bayestraits/Independent/atl_dom.bttrees
Data File Name:                  Bayestraits/Independent/atl_dom.btdata
Log File Name:                   Bayestraits/Independent/atl_dom.btdata.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2154076988
Precision:                       64 bits
Cores:                           16
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1010000
Burn in:                         10000
MCMC ML Start:                   False
Schedule File:                   Bayestraits/Independent/atl_dom.btdata.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    alpha1                       None
    beta1                        None
    alpha2                       None
    beta2                        None
Prior Information:
    Prior Categories:            100
    Priors
        alpha1 - exp 10.00 
        beta1 - exp 10.00 
        alpha2 - exp 10.00 
        beta2 - exp 10.00 
Tree Information
     Trees:                      1
     Taxa:                       111
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	alpha1	beta1	alpha2	beta2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
150000	-90.890923	1	0.829892	12.949937	0.159521	0.174060	0.026713	0.473287	0.026713	0.473287	
151000	-94.600312	1	1.587125	10.860343	0.228014	0.173316	0.068304	0.431696	0.068304	0.431696	
152000	-97.290019	1	0.407784	11.849885	6.405575	5.011187	0.250000	0.250000	0.250000	0.250000	
153000	-91.821494	1	2.593314	29.720699	0.098836	0.169159	0.007852	0.492148	0.007852	0.492148	
154000	-93.340275	1	2.737257	34.928490	0.050608	0.201617	0.001392	0.498608	0.001392	0.498608	
155000	-96.302367	1	1.101899	26.264358	8.118440	5.133525	0.250000	0.250000	0.250000	0.250000	
156000	-97.256722	1	0.933196	12.468320	11.472041	9.503804	0.250000	0.250000	0.250000	0.250000	
157000	-96.085703	1	0.982926	18.924620	9.899330	6.131303	0.250000	0.250000	0.250000	0.250000	
158000	-97.572997	1	0.891572	8.226618	3.673193	2.539211	0.250000	0.250000	0.250000	0.250000	
159000	-96.116906	1	0.490935	7.445069	17.565877	11.217513	0.250000	0.250000	0.250000	0.250000	
160000	-96.786519	1	4.253566	55.677290	4.247508	2.220073	0.250000	0.250000	0.250000	0.250000	
161000	-96.244566	1	0.688944	9.687986	16.428811	9.799527	0.250000	0.250000	0.250000	0.250000	
162000	-96.437221	1	0.352691	4.751350	15.036052	8.476526	0.250000	0.250000	0.250000	0.250000	
163000	-99.456029	1	0.652745	18.479567	25.709702	10.122917	0.250000	0.250000	0.250000	0.250000	
164000	-96.872846	1	1.155647	12.329141	4.239621	2.606686	0.250000	0.250000	0.250000	0.250000	
165000	-102.125314	1	0.249775	16.260269	16.374309	16.142570	0.250000	0.250000	0.250000	0.250000	
166000	-96.621292	1	0.873741	15.644583	9.110574	7.076691	0.250000	0.250000	0.250000	0.250000	
167000	-99.161889	1	1.337453	26.658811	8.480364	3.274731	0.250000	0.250000	0.250000	0.250000	
168000	-96.497526	1	1.080811	15.221718	1.815542	0.981968	0.249900	0.250100	0.249900	0.250100	
169000	-96.328361	1	0.114803	2.611680	18.942892	12.941957	0.250087	0.250087	0.249913	0.249913	
170000	-96.215653	1	0.608921	8.573130	1.786306	1.186117	0.249937	0.250063	0.249937	0.250063	
171000	-96.129851	1	0.717297	13.237509	5.182112	3.518684	0.250000	0.250000	0.250000	0.250000	
172000	-97.489636	1	0.735500	8.142523	8.235145	4.091242	0.250000	0.250000	0.250000	0.250000	
173000	-96.745937	1	2.187321	24.287150	8.775278	5.353163	0.250000	0.250000	0.250000	0.250000	
174000	-96.938335	1	1.292958	14.013071	10.540727	7.359412	0.250000	0.250000	0.250000	0.250000	
175000	-96.296378	1	2.213113	37.587336	9.794544	7.082118	0.250000	0.250000	0.250000	0.250000	
176000	-96.086188	1	0.404373	7.343897	11.415895	7.555426	0.250000	0.250000	0.250000	0.250000	
177000	-91.729247	1	0.759710	19.603541	0.233608	0.201810	0.066620	0.433380	0.066620	0.433380	
178000	-91.853928	1	1.486937	28.365296	0.166313	0.117801	0.040945	0.459055	0.040945	0.459055	
179000	-96.922735	1	1.995014	21.701569	5.195818	3.623165	0.250000	0.250000	0.250000	0.250000	
180000	-96.462819	1	1.343380	35.012854	4.127801	2.671220	0.250000	0.250000	0.250000	0.250000	
181000	-98.968826	1	5.583496	46.264338	1.142907	0.536650	0.246764	0.253236	0.246764	0.253236	
182000	-92.618018	1	1.377821	15.053440	0.290542	0.201957	0.106353	0.393647	0.106353	0.393647	
183000	-96.830713	1	0.486386	14.642854	23.000583	13.578143	0.250000	0.250000	0.250000	0.250000	
184000	-96.495222	1	0.594312	12.737452	7.970035	4.297138	0.250000	0.250000	0.250000	0.250000	
185000	-96.289587	1	0.685285	9.701479	14.921527	8.650380	0.250000	0.250000	0.250000	0.250000	
186000	-91.192202	1	1.458106	26.167508	0.103370	0.170365	0.008795	0.491205	0.008795	0.491205	
187000	-96.341284	1	1.177740	21.672423	6.730160	4.919422	0.250000	0.250000	0.250000	0.250000	
188000	-98.106021	1	0.113186	2.507381	13.038251	5.609591	0.250122	0.250122	0.249878	0.249878	
189000	-96.467299	1	0.651787	15.615804	0.864330	0.432451	0.238780	0.261220	0.238780	0.261220	
190000	-91.926880	1	1.872041	19.418151	0.154750	0.188337	0.024230	0.475770	0.024230	0.475770	
191000	-96.198306	1	0.613520	12.464529	21.447538	14.679226	0.250000	0.250000	0.250000	0.250000	
192000	-91.571587	1	2.088289	52.425012	0.154822	0.131413	0.028893	0.471107	0.028893	0.471107	
193000	-91.072058	1	0.362299	5.528238	0.201816	0.176362	0.049423	0.450577	0.049423	0.450577	
194000	-98.850714	1	2.729389	24.479431	2.838712	2.432955	0.250000	0.250000	0.250000	0.250000	
195000	-96.587270	1	3.379758	66.820228	17.792323	9.259985	0.250000	0.250000	0.250000	0.250000	
196000	-97.100915	1	1.229812	20.325376	9.412179	7.859649	0.250000	0.250000	0.250000	0.250000	
197000	-92.259457	1	0.283031	10.761135	0.157681	0.150518	0.027614	0.472386	0.027614	0.472386	
198000	-92.637130	1	1.517186	19.121164	0.111740	0.218965	0.010822	0.489178	0.010822	0.489178	
199000	-93.728906	1	3.135480	35.622157	0.397057	0.244325	0.159344	0.340656	0.159344	0.340656	
200000	-98.460386	1	0.391401	13.157376	6.737825	3.059640	0.250000	0.250000	0.250000	0.250000	
201000	-96.247116	1	1.317832	27.532653	19.888033	11.485367	0.250000	0.250000	0.250000	0.250000	
202000	-101.374425	1	0.177873	5.565147	5.107476	1.768368	0.250000	0.250000	0.250000	0.250000	
203000	-96.801463	1	0.564405	6.209646	10.495778	6.267558	0.250000	0.250000	0.250000	0.250000	
204000	-92.966585	1	0.340527	4.638143	0.064107	0.204016	0.002614	0.497386	0.002614	0.497386	
205000	-96.261175	1	0.716526	9.721651	8.735242	5.390319	0.250000	0.250000	0.250000	0.250000	
